"subject" "problem" "trial" "option" "outcome" "order"
"32018" 2 1 35 0 4 9
"32019" 2 1 36 0 0 9
"32020" 2 1 37 0 4 9
"32021" 2 1 38 0 4 9
"32022" 2 1 39 0 4 9
"32023" 2 1 40 0 4 9
"32024" 2 1 41 0 0 9
"32025" 2 1 42 0 4 9
"32026" 2 1 43 0 4 9
"32027" 2 1 44 0 4 9
"32028" 2 1 45 0 4 9
"32029" 2 1 46 0 4 9
"32030" 2 1 47 0 4 9
"32031" 2 1 48 0 0 9
"32032" 2 1 49 0 4 9
"32033" 2 1 50 0 4 9
"32034" 2 1 51 0 0 9
"32035" 2 1 52 0 4 9
"32036" 2 1 53 0 4 9
"32037" 2 1 54 0 0 9
"32038" 2 1 55 0 4 9
"32039" 2 1 56 0 4 9
"32040" 2 1 57 0 0 9
"32041" 2 1 58 0 4 9
"32042" 2 1 59 0 4 9
"32043" 2 2 1 1 0 3
"32044" 2 2 2 1 0 3
"32045" 2 2 3 1 0 3
"32046" 2 2 4 1 0 3
"32047" 2 2 5 1 0 3
"32048" 2 2 6 1 0 3
"32049" 2 2 7 1 0 3
"32050" 2 2 8 1 0 3
"32051" 2 2 9 1 0 3
"32052" 2 2 10 1 0 3
"32053" 2 2 11 1 -32 3
"32054" 2 2 12 1 -32 3
"32055" 2 2 13 1 0 3
"32056" 2 2 14 1 0 3
"32057" 2 2 15 1 0 3
"32058" 2 2 16 1 0 3
"32059" 2 2 17 1 0 3
"32060" 2 2 18 1 0 3
"32061" 2 2 19 1 0 3
"32062" 2 2 20 1 0 3
"32063" 2 2 21 1 -32 3
"32064" 2 2 22 1 0 3
"32065" 2 2 23 1 0 3
"32066" 2 2 24 1 0 3
"32067" 2 2 25 1 0 3
"32068" 2 2 26 1 0 3
"32069" 2 2 27 1 0 3
"32070" 2 2 28 1 0 3
"32071" 2 2 29 1 0 3
"32072" 2 2 30 1 -32 3
"32073" 2 2 31 1 0 3
"32074" 2 2 32 1 -32 3
"32075" 2 2 33 1 -32 3
"32076" 2 2 34 1 0 3
"32077" 2 2 35 1 0 3
"32078" 2 2 36 1 0 3
"32079" 2 2 37 1 0 3
"32080" 2 2 38 1 0 3
"32081" 2 2 39 1 -32 3
"32082" 2 2 40 1 0 3
"32083" 2 2 41 1 0 3
"32084" 2 2 42 1 -32 3
"32085" 2 2 43 1 0 3
"32086" 2 2 44 1 0 3
"32087" 2 2 45 1 0 3
"32088" 2 2 46 1 0 3
"32089" 2 2 47 1 0 3
"32090" 2 2 48 1 0 3
"32091" 2 2 49 1 0 3
"32092" 2 2 50 1 0 3
"32093" 2 2 51 1 -32 3
"32094" 2 2 52 1 0 3
"32095" 2 2 53 1 0 3
"32096" 2 2 54 1 0 3
"32097" 2 2 55 1 0 3
"32098" 2 2 56 0 -3 3
"32099" 2 2 57 0 -3 3
"32100" 2 2 58 0 -3 3
"32101" 2 2 59 0 -3 3
"32102" 2 2 60 0 -3 3
"32103" 2 2 61 0 -3 3
"32104" 2 2 62 0 -3 3
"32105" 2 2 63 0 -3 3
"32106" 2 2 64 0 -3 3
"32107" 2 2 65 0 -3 3
"32108" 2 2 66 0 -3 3
"32109" 2 2 67 0 -3 3
"32110" 2 2 68 0 -3 3
"32111" 2 2 69 0 -3 3
"32112" 2 2 70 0 -3 3
"32113" 2 2 71 0 -3 3
"32114" 2 2 72 0 -3 3
"32115" 2 2 73 0 -3 3
"32116" 2 2 74 0 -3 3
"32117" 2 2 75 0 -3 3
"32118" 2 2 76 0 -3 3
"32119" 2 2 77 0 -3 3
"32120" 2 2 78 0 -3 3
"32121" 2 2 79 0 -3 3
"32122" 2 2 80 0 -3 3
"32123" 2 2 81 0 -3 3
"32124" 2 2 82 0 -3 3
"32125" 2 2 83 0 -3 3
"32126" 2 2 84 0 -3 3
"32127" 2 2 85 0 -3 3
"32128" 2 3 1 1 -4 6
"32129" 2 3 2 1 -4 6
"32130" 2 3 3 1 -4 6
"32131" 2 3 4 1 0 6
"32132" 2 3 5 1 -4 6
"32133" 2 3 6 1 0 6
"32134" 2 3 7 1 -4 6
"32135" 2 3 8 1 -4 6
"32136" 2 3 9 1 -4 6
"32137" 2 3 10 1 -4 6
"32138" 2 3 11 1 0 6
"32139" 2 3 12 1 -4 6
"32140" 2 3 13 1 -4 6
"32141" 2 3 14 1 -4 6
"32142" 2 3 15 1 -4 6
"32143" 2 3 16 1 -4 6
"32144" 2 3 17 1 -4 6
"32145" 2 3 18 1 -4 6
"32146" 2 3 19 1 -4 6
"32147" 2 3 20 1 0 6
"32148" 2 3 21 1 -4 6
"32149" 2 3 22 1 -4 6
"32150" 2 3 23 1 0 6
"32151" 2 3 24 1 -4 6
"32152" 2 3 25 1 -4 6
"32153" 2 3 26 1 -4 6
"32154" 2 3 27 1 -4 6
"32155" 2 3 28 1 -4 6
"32156" 2 3 29 1 0 6
"32157" 2 3 30 1 -4 6
"32158" 2 3 31 1 -4 6
"32159" 2 3 32 1 0 6
"32160" 2 3 33 1 -4 6
"32161" 2 3 34 1 0 6
"32162" 2 3 35 1 -4 6
"32163" 2 3 36 1 -4 6
"32164" 2 3 37 1 -4 6
"32165" 2 3 38 1 -4 6
"32166" 2 3 39 1 -4 6
"32167" 2 3 40 1 -4 6
"32168" 2 3 41 1 -4 6
"32169" 2 3 42 1 -4 6
"32170" 2 3 43 1 -4 6
"32171" 2 3 44 1 -4 6
"32172" 2 3 45 1 -4 6
"32173" 2 3 46 1 -4 6
"32174" 2 3 47 1 0 6
"32175" 2 3 48 1 0 6
"32176" 2 3 49 1 -4 6
"32177" 2 3 50 1 -4 6
"32178" 2 3 51 1 -4 6
"32179" 2 3 52 1 -4 6
"32180" 2 3 53 0 -3 6
"32181" 2 3 54 0 -3 6
"32182" 2 3 55 0 -3 6
"32183" 2 3 56 0 -3 6
"32184" 2 3 57 0 -3 6
"32185" 2 3 58 0 -3 6
"32186" 2 3 59 0 -3 6
"32187" 2 3 60 0 -3 6
"32188" 2 3 61 0 -3 6
"32189" 2 3 62 0 -3 6
"32190" 2 3 63 0 -3 6
"32191" 2 3 64 0 -3 6
"32192" 2 3 65 0 -3 6
"32193" 2 3 66 0 -3 6
"32194" 2 3 67 0 -3 6
"32195" 2 3 68 0 -3 6
"32196" 2 3 69 0 -3 6
"32197" 2 3 70 0 -3 6
"32198" 2 3 71 0 -3 6
"32199" 2 3 72 0 -3 6
"32200" 2 3 73 0 -3 6
"32201" 2 3 74 0 -3 6
"32202" 2 3 75 0 -3 6
"32203" 2 3 76 0 -3 6
"32204" 2 3 77 0 -3 6
"32205" 2 3 78 0 -3 6
"32206" 2 3 79 0 -3 6
"32207" 2 3 80 0 -3 6
"32208" 2 3 81 0 -3 6
"32209" 2 3 82 0 -3 6
"32210" 2 4 1 1 3 2
"32211" 2 4 2 1 3 2
"32212" 2 4 3 1 3 2
"32213" 2 4 4 1 3 2
"32214" 2 4 5 1 3 2
"32215" 2 4 6 1 3 2
"32216" 2 4 7 1 3 2
"32217" 2 4 8 1 3 2
"32218" 2 4 9 1 3 2
"32219" 2 4 10 1 3 2
"32220" 2 4 11 1 3 2
"32221" 2 4 12 1 3 2
"32222" 2 4 13 1 3 2
"32223" 2 4 14 1 3 2
"32224" 2 4 15 1 3 2
"32225" 2 4 16 1 3 2
"32226" 2 4 17 1 3 2
"32227" 2 4 18 1 3 2
"32228" 2 4 19 1 3 2
"32229" 2 4 20 1 3 2
"32230" 2 4 21 1 3 2
"32231" 2 4 22 1 3 2
"32232" 2 4 23 1 3 2
"32233" 2 4 24 1 3 2
"32234" 2 4 25 1 3 2
"32235" 2 4 26 1 3 2
"32236" 2 4 27 1 3 2
"32237" 2 4 28 1 3 2
"32238" 2 4 29 1 3 2
"32239" 2 4 30 1 3 2
"32240" 2 4 31 1 3 2
"32241" 2 4 32 1 3 2
"32242" 2 4 33 1 3 2
"32243" 2 4 34 1 3 2
"32244" 2 4 35 1 3 2
"32245" 2 4 36 1 3 2
"32246" 2 4 37 1 3 2
"32247" 2 4 38 1 3 2
"32248" 2 4 39 1 3 2
"32249" 2 4 40 1 3 2
"32250" 2 4 41 0 0 2
"32251" 2 4 42 0 0 2
"32252" 2 4 43 0 0 2
"32253" 2 4 44 0 0 2
"32254" 2 4 45 0 0 2
"32255" 2 4 46 0 0 2
"32256" 2 4 47 0 0 2
"32257" 2 4 48 0 32 2
"32258" 2 4 49 0 0 2
"32259" 2 4 50 0 0 2
"32260" 2 4 51 0 0 2
"32261" 2 4 52 0 0 2
"32262" 2 4 53 0 0 2
"32263" 2 4 54 0 0 2
"32264" 2 4 55 0 0 2
"32265" 2 4 56 0 0 2
"32266" 2 4 57 0 0 2
"32267" 2 4 58 0 32 2
"32268" 2 4 59 0 0 2
"32269" 2 4 60 0 0 2
"32270" 2 4 61 0 0 2
"32271" 2 4 62 0 0 2
"32272" 2 4 63 0 32 2
"32273" 2 4 64 0 32 2
"32274" 2 4 65 0 0 2
"32275" 2 4 66 0 0 2
"32276" 2 4 67 0 0 2
"32277" 2 4 68 0 0 2
"32278" 2 4 69 0 0 2
"32279" 2 4 70 0 0 2
"32280" 2 4 71 0 0 2
"32281" 2 4 72 0 0 2
"32282" 2 4 73 0 0 2
"32283" 2 4 74 0 0 2
"32284" 2 4 75 0 0 2
"32285" 2 4 76 0 0 2
"32286" 2 4 77 0 0 2
"32287" 2 4 78 0 32 2
"32288" 2 4 79 0 0 2
"32289" 2 4 80 0 0 2
"32290" 2 4 81 0 0 2
"32291" 2 4 82 0 0 2
"32292" 2 4 83 0 0 2
"32293" 2 4 84 0 32 2
"32294" 2 4 85 0 0 2
"32295" 2 4 86 0 0 2
"32296" 2 4 87 0 32 2
"32297" 2 5 1 1 0 4
"32298" 2 5 2 1 0 4
"32299" 2 5 3 1 0 4
"32300" 2 5 4 1 0 4
"32301" 2 5 5 1 0 4
"32302" 2 5 6 1 0 4
"32303" 2 5 7 1 0 4
"32304" 2 5 8 1 0 4
"32305" 2 5 9 1 3 4
"32306" 2 5 10 1 0 4
"32307" 2 5 11 1 0 4
"32308" 2 5 12 1 0 4
"32309" 2 5 13 1 0 4
"32310" 2 5 14 1 3 4
"32311" 2 5 15 1 0 4
"32312" 2 5 16 1 0 4
"32313" 2 5 17 1 0 4
"32314" 2 5 18 1 0 4
"32315" 2 5 19 1 3 4
"32316" 2 5 20 1 3 4
"32317" 2 5 21 1 0 4
"32318" 2 5 22 1 3 4
"32319" 2 5 23 1 0 4
"32320" 2 5 24 1 0 4
"32321" 2 5 25 1 0 4
"32322" 2 5 26 1 0 4
"32323" 2 5 27 1 0 4
"32324" 2 5 28 1 0 4
"32325" 2 5 29 1 0 4
"32326" 2 5 30 1 0 4
"32327" 2 5 31 1 0 4
"32328" 2 5 32 1 0 4
"32329" 2 5 33 1 0 4
"32330" 2 5 34 1 3 4
"32331" 2 5 35 1 3 4
"32332" 2 5 36 1 0 4
"32333" 2 5 37 1 0 4
"32334" 2 5 38 1 3 4
"32335" 2 5 39 1 0 4
"32336" 2 5 40 1 0 4
"32337" 2 5 41 1 0 4
"32338" 2 5 42 1 0 4
"32339" 2 5 43 1 3 4
"32340" 2 5 44 1 0 4
"32341" 2 5 45 1 0 4
"32342" 2 5 46 1 0 4
"32343" 2 5 47 1 0 4
"32344" 2 5 48 1 0 4
"32345" 2 5 49 1 0 4
"32346" 2 5 50 1 0 4
"32347" 2 5 51 1 0 4
"32348" 2 5 52 1 0 4
"32349" 2 5 53 1 0 4
"32350" 2 5 54 1 3 4
"32351" 2 5 55 1 0 4
"32352" 2 5 56 1 3 4
"32353" 2 5 57 1 0 4
"32354" 2 5 58 1 0 4
"32355" 2 5 59 1 0 4
"32356" 2 5 60 1 0 4
"32357" 2 5 61 1 0 4
"32358" 2 5 62 1 0 4
"32359" 2 5 63 1 0 4
"32360" 2 5 64 1 0 4
"32361" 2 5 65 1 0 4
"32362" 2 5 66 1 0 4
"32363" 2 5 67 1 0 4
"32364" 2 5 68 0 0 4
"32365" 2 5 69 0 0 4
"32366" 2 5 70 0 0 4
"32367" 2 5 71 0 0 4
"32368" 2 5 72 0 0 4
"32369" 2 5 73 0 0 4
"32370" 2 5 74 0 0 4
"32371" 2 5 75 0 0 4
"32372" 2 5 76 0 0 4
"32373" 2 5 77 0 0 4
"32374" 2 5 78 0 0 4
"32375" 2 5 79 0 0 4
"32376" 2 5 80 0 0 4
"32377" 2 5 81 0 0 4
"32378" 2 5 82 0 0 4
"32379" 2 5 83 0 0 4
"32380" 2 5 84 0 0 4
"32381" 2 5 85 0 0 4
"32382" 2 5 86 0 0 4
"32383" 2 5 87 0 0 4
"32384" 2 5 88 0 0 4
"32385" 2 5 89 0 0 4
"32386" 2 5 90 0 0 4
"32387" 2 5 91 0 0 4
"32388" 2 5 92 0 0 4
"32389" 2 5 93 0 0 4
"32390" 2 5 94 0 0 4
"32391" 2 5 95 0 0 4
"32392" 2 5 96 0 0 4
"32393" 2 5 97 0 0 4
"32394" 2 5 98 0 0 4
"32395" 2 5 99 0 0 4
"32396" 2 5 100 0 0 4
"32397" 2 5 101 0 0 4
"32398" 2 5 102 0 0 4
"32399" 2 6 1 0 3 1
"32400" 2 6 2 0 3 1
"32401" 2 6 3 0 3 1
"32402" 2 6 4 0 3 1
"32403" 2 6 5 0 3 1
"32404" 2 6 6 0 3 1
"32405" 2 6 7 0 3 1
"32406" 2 6 8 0 3 1
"32407" 2 6 9 0 3 1
"32408" 2 6 10 0 3 1
"32409" 2 6 11 0 3 1
"32410" 2 6 12 0 3 1
"32411" 2 6 13 0 3 1
"32412" 2 6 14 0 3 1
"32413" 2 6 15 0 3 1
"32414" 2 6 16 0 3 1
"32415" 2 6 17 0 3 1
"32416" 2 6 18 0 3 1
"32417" 2 6 19 0 3 1
"32418" 2 6 20 0 3 1
"32419" 2 6 21 0 3 1
"32420" 2 6 22 0 3 1
"32421" 2 6 23 0 3 1
"32422" 2 6 24 0 3 1
"32423" 2 6 25 0 3 1
"32424" 2 6 26 0 3 1
"32425" 2 6 27 0 3 1
"32426" 2 6 28 0 3 1
"32427" 2 6 29 0 3 1
"32428" 2 6 30 0 3 1
"32429" 2 6 31 0 3 1
"32430" 2 6 32 0 3 1
"32431" 2 6 33 0 3 1
"32432" 2 6 34 0 3 1
"32433" 2 6 35 0 3 1
"32434" 2 6 36 0 3 1
"32435" 2 6 37 0 3 1
"32436" 2 6 38 0 3 1
"32437" 2 6 39 0 3 1
"32438" 2 6 40 0 3 1
"32439" 2 6 41 0 3 1
"32440" 2 6 42 0 3 1
"32441" 2 6 43 0 3 1
"32442" 2 6 44 0 3 1
"32443" 2 6 45 0 3 1
"32444" 2 6 46 0 3 1
"32445" 2 6 47 1 0 1
"32446" 2 6 48 1 0 1
"32447" 2 6 49 1 5 1
"32448" 2 6 50 1 5 1
"32449" 2 6 51 1 5 1
"32450" 2 6 52 1 0 1
"32451" 2 6 53 1 5 1
"32452" 2 6 54 1 5 1
"32453" 2 6 55 1 0 1
"32454" 2 6 56 1 0 1
"32455" 2 6 57 1 5 1
"32456" 2 6 58 1 0 1
"32457" 2 6 59 1 5 1
"32458" 2 6 60 1 5 1
"32459" 2 6 61 1 0 1
"32460" 2 6 62 1 0 1
"32461" 2 6 63 1 5 1
"32462" 2 6 64 1 0 1
"32463" 2 6 65 1 0 1
"32464" 2 6 66 1 5 1
"32465" 2 6 67 1 5 1
"32466" 2 6 68 1 0 1
"32467" 2 6 69 1 0 1
"32468" 2 6 70 1 5 1
"32469" 2 6 71 1 5 1
"32470" 2 6 72 1 5 1
"32471" 2 6 73 1 5 1
"32472" 2 6 74 1 0 1
"32473" 2 6 75 1 5 1
"32474" 2 6 76 1 0 1
"32475" 2 6 77 1 5 1
"32476" 2 6 78 1 5 1
"32477" 2 6 79 1 5 1
"32478" 2 6 80 1 5 1
"32479" 2 6 81 1 5 1
"32480" 2 6 82 1 0 1
"32481" 2 6 83 1 0 1
"32482" 2 6 84 1 0 1
"32483" 2 6 85 1 5 1
"32484" 2 6 86 1 0 1
"32485" 2 6 87 1 0 1
"32486" 2 6 88 1 5 1
"32487" 2 6 89 1 0 1
"32488" 2 6 90 1 5 1
"32489" 2 6 91 1 5 1
"32490" 2 6 92 1 0 1
"32491" 2 6 93 1 0 1
"32492" 2 6 94 1 5 1
"32493" 2 6 95 1 5 1
"32494" 2 6 96 1 0 1
"32495" 2 7 1 1 0 8
"32496" 2 7 2 1 4 8
"32497" 2 7 3 1 4 8
"32498" 2 7 4 1 4 8
"32499" 2 7 5 1 4 8
"32500" 2 7 6 1 4 8
"32501" 2 7 7 1 4 8
"32502" 2 7 8 1 4 8
"32503" 2 7 9 1 4 8
"32504" 2 7 10 1 4 8
"32505" 2 7 11 1 4 8
"32506" 2 7 12 1 4 8
"32507" 2 7 13 1 4 8
"32508" 2 7 14 1 0 8
"32509" 2 7 15 1 4 8
"32510" 2 7 16 1 4 8
"32511" 2 7 17 1 4 8
"32512" 2 7 18 1 4 8
"32513" 2 7 19 1 0 8
"32514" 2 7 20 1 4 8
"32515" 2 7 21 1 4 8
"32516" 2 7 22 1 4 8
"32517" 2 7 23 1 4 8
"32518" 2 7 24 1 4 8
"32519" 2 7 25 1 4 8
"32520" 2 7 26 1 4 8
"32521" 2 7 27 1 4 8
"32522" 2 7 28 1 4 8
"32523" 2 7 29 1 4 8
"32524" 2 7 30 1 4 8
"32525" 2 7 31 1 4 8
"32526" 2 7 32 1 4 8
"32527" 2 7 33 1 4 8
"32528" 2 7 34 1 4 8
"32529" 2 7 35 1 4 8
"32530" 2 7 36 1 4 8
"32531" 2 7 37 1 4 8
"32532" 2 7 38 1 4 8
"32533" 2 7 39 1 4 8
"32534" 2 7 40 1 4 8
"32535" 2 7 41 1 4 8
"32536" 2 7 42 1 4 8
"32537" 2 7 43 1 0 8
"32538" 2 7 44 1 0 8
"32539" 2 7 45 1 4 8
"32540" 2 7 46 1 4 8
"32541" 2 7 47 1 4 8
"32542" 2 7 48 1 4 8
"32543" 2 7 49 1 4 8
"32544" 2 7 50 1 4 8
"32545" 2 7 51 1 4 8
"32546" 2 7 52 1 4 8
"32547" 2 7 53 1 4 8
"32548" 2 7 54 1 4 8
"32549" 2 7 55 1 4 8
"32550" 2 7 56 1 4 8
"32551" 2 7 57 1 4 8
"32552" 2 7 58 1 4 8
"32553" 2 7 59 0 0 8
"32554" 2 7 60 0 11 8
"32555" 2 7 61 0 0 8
"32556" 2 7 62 0 0 8
"32557" 2 7 63 0 0 8
"32558" 2 7 64 0 0 8
"32559" 2 7 65 0 11 8
"32560" 2 7 66 0 11 8
"32561" 2 7 67 0 11 8
"32562" 2 7 68 0 0 8
"32563" 2 7 69 0 0 8
"32564" 2 7 70 0 0 8
"32565" 2 7 71 0 0 8
"32566" 2 7 72 0 11 8
"32567" 2 7 73 0 0 8
"32568" 2 7 74 0 0 8
"32569" 2 7 75 0 11 8
"32570" 2 7 76 0 0 8
"32571" 2 7 77 0 0 8
"32572" 2 7 78 0 11 8
"32573" 2 7 79 0 0 8
"32574" 2 7 80 0 0 8
"32575" 2 7 81 0 0 8
"32576" 2 7 82 0 0 8
"32577" 2 7 83 0 11 8
"32578" 2 7 84 0 0 8
"32579" 2 7 85 0 0 8
"32580" 2 7 86 0 11 8
"32581" 2 7 87 0 0 8
"32582" 2 7 88 0 0 8
"32583" 2 7 89 0 11 8
"32584" 2 7 90 0 0 8
"32585" 2 7 91 0 0 8
"32586" 2 7 92 0 0 8
"32587" 2 7 93 0 0 8
"32588" 2 7 94 0 11 8
"32589" 2 7 95 0 11 8
"32590" 2 7 96 0 0 8
"32591" 2 7 97 0 0 8
"32592" 2 7 98 0 11 8
"32593" 2 7 99 0 0 8
"32594" 2 7 100 0 11 8
"32595" 2 7 101 0 0 8
"32596" 2 7 102 0 11 8
"32597" 2 7 103 0 11 8
"32598" 2 7 104 0 0 8
"32599" 2 7 105 0 0 8
"32600" 2 7 106 0 0 8
"32601" 2 7 107 0 0 8
"32602" 2 7 108 0 0 8
"32603" 2 7 109 0 0 8
"32604" 2 7 110 0 0 8
"32605" 2 7 111 1 4 8
"32606" 2 7 112 1 4 8
"32607" 2 7 113 1 4 8
"32608" 2 7 114 1 4 8
"32609" 2 7 115 1 0 8
"32610" 2 7 116 1 4 8
"32611" 2 7 117 1 4 8
"32612" 2 7 118 1 4 8
"32613" 2 7 119 1 4 8
"32614" 2 7 120 1 4 8
"32615" 2 7 121 1 4 8
"32616" 2 7 122 1 4 8
"32617" 2 7 123 1 4 8
"32618" 2 7 124 1 4 8
"32619" 2 8 1 1 0 7
"32620" 2 8 2 1 0 7
"32621" 2 8 3 1 0 7
"32622" 2 8 4 1 0 7
"32623" 2 8 5 1 -32 7
"32624" 2 8 6 1 0 7
"32625" 2 8 7 1 0 7
"32626" 2 8 8 1 0 7
"32627" 2 8 9 1 0 7
"32628" 2 8 10 1 0 7
"32629" 2 8 11 1 0 7
"32630" 2 8 12 1 0 7
"32631" 2 8 13 1 0 7
"32632" 2 8 14 1 -32 7
"32633" 2 8 15 1 0 7
"32634" 2 8 16 1 0 7
"32635" 2 8 17 1 0 7
"32636" 2 8 18 1 -32 7
"32637" 2 8 19 1 0 7
"32638" 2 8 20 1 -32 7
"32639" 2 8 21 1 -32 7
"32640" 2 8 22 1 0 7
"32641" 2 8 23 1 0 7
"32642" 2 8 24 1 0 7
"32643" 2 8 25 1 0 7
"32644" 2 8 26 1 0 7
"32645" 2 8 27 1 0 7
"32646" 2 8 28 1 0 7
"32647" 2 8 29 1 0 7
"32648" 2 8 30 1 0 7
"32649" 2 8 31 1 0 7
"32650" 2 8 32 1 0 7
"32651" 2 8 33 1 0 7
"32652" 2 8 34 1 0 7
"32653" 2 8 35 1 0 7
"32654" 2 8 36 1 -32 7
"32655" 2 8 37 1 0 7
"32656" 2 8 38 1 0 7
"32657" 2 8 39 1 0 7
"32658" 2 8 40 1 0 7
"32659" 2 8 41 1 0 7
"32660" 2 8 42 1 0 7
"32661" 2 8 43 1 0 7
"32662" 2 8 44 1 0 7
"32663" 2 8 45 1 -32 7
"32664" 2 8 46 1 0 7
"32665" 2 8 47 1 0 7
"32666" 2 8 48 1 0 7
"32667" 2 8 49 1 0 7
"32668" 2 8 50 1 0 7
"32669" 2 8 51 1 0 7
"32670" 2 8 52 1 0 7
"32671" 2 8 53 1 0 7
"32672" 2 8 54 1 0 7
"32673" 2 8 55 1 0 7
"32674" 2 8 56 1 0 7
"32675" 2 8 57 1 -32 7
"32676" 2 8 58 1 0 7
"32677" 2 8 59 1 0 7
"32678" 2 8 60 1 0 7
"32679" 2 8 61 1 0 7
"32680" 2 8 62 1 0 7
"32681" 2 8 63 1 0 7
"32682" 2 8 64 1 0 7
"32683" 2 8 65 1 0 7
"32684" 2 8 66 1 0 7
"32685" 2 8 67 1 0 7
"32686" 2 8 68 1 0 7
"32687" 2 8 69 1 0 7
"32688" 2 8 70 0 0 7
"32689" 2 8 71 0 -12 7
"32690" 2 8 72 0 0 7
"32691" 2 8 73 0 0 7
"32692" 2 8 74 0 -12 7
"32693" 2 8 75 0 0 7
"32694" 2 8 76 0 -12 7
"32695" 2 8 77 0 0 7
"32696" 2 8 78 0 0 7
"32697" 2 8 79 0 -12 7
"32698" 2 8 80 0 0 7
"32699" 2 8 81 0 0 7
