"subject" "problem" "trial" "option" "outcome" "order"
"161" 1 5 15 1 0 7
"162" 1 5 16 0 0 7
"163" 1 5 17 0 0 7
"164" 1 5 18 0 0 7
"165" 1 5 19 0 0 7
"166" 1 5 20 0 0 7
"167" 1 5 21 0 0 7
"168" 1 5 22 0 0 7
"169" 1 5 23 0 0 7
"170" 1 5 24 0 0 7
"171" 1 5 25 1 0 7
"172" 1 5 26 0 0 7
"173" 1 5 27 1 0 7
"174" 1 5 28 0 0 7
"175" 1 5 29 0 0 7
"176" 1 5 30 0 0 7
"177" 1 5 31 0 0 7
"178" 1 5 32 1 0 7
"179" 1 5 33 1 0 7
"180" 1 5 34 1 0 7
"181" 1 5 35 1 0 7
"182" 1 5 36 1 0 7
"183" 1 5 37 1 0 7
"184" 1 5 38 1 0 7
"185" 1 5 39 1 3 7
"186" 1 5 40 1 0 7
"187" 1 5 41 1 0 7
"188" 1 5 42 1 0 7
"189" 1 5 43 1 0 7
"190" 1 5 44 1 3 7
"191" 1 5 45 1 0 7
"192" 1 5 46 1 0 7
"193" 1 5 47 1 0 7
"194" 1 5 48 1 0 7
"195" 1 5 49 1 0 7
"196" 1 5 50 1 0 7
"197" 1 5 51 1 0 7
"198" 1 5 52 1 0 7
"199" 1 5 53 1 0 7
"200" 1 5 54 1 0 7
"201" 1 5 55 1 3 7
"202" 1 5 56 1 0 7
"203" 1 5 57 1 3 7
"204" 1 5 58 1 3 7
"205" 1 5 59 0 0 7
"206" 1 5 60 0 0 7
"207" 1 5 61 0 0 7
"208" 1 5 62 0 0 7
"209" 1 5 63 0 0 7
"210" 1 5 64 0 0 7
"211" 1 5 65 0 0 7
"212" 1 5 66 0 0 7
"213" 1 5 67 0 0 7
"214" 1 5 68 0 0 7
"215" 1 5 69 0 0 7
"216" 1 5 70 0 0 7
"217" 1 5 71 0 0 7
"218" 1 5 72 0 0 7
"219" 1 5 73 0 0 7
"220" 1 5 74 0 0 7
"221" 1 6 1 0 3 5
"222" 1 6 2 1 5 5
"223" 1 6 3 0 3 5
"224" 1 6 4 1 0 5
"225" 1 6 5 0 3 5
"226" 1 6 6 1 5 5
"227" 1 6 7 0 3 5
"228" 1 6 8 1 5 5
"229" 1 7 1 1 4 8
"230" 1 7 2 0 0 8
"231" 1 7 3 1 4 8
"232" 1 7 4 0 0 8
"233" 1 7 5 0 0 8
"234" 1 7 6 0 0 8
"235" 1 7 7 0 0 8
"236" 1 7 8 0 0 8
"237" 1 7 9 0 0 8
"238" 1 7 10 0 0 8
"239" 1 7 11 0 0 8
"240" 1 7 12 0 0 8
"241" 1 7 13 0 0 8
"242" 1 7 14 0 0 8
"243" 1 7 15 0 0 8
"244" 1 7 16 0 0 8
"245" 1 7 17 0 0 8
"246" 1 7 18 0 0 8
"247" 1 7 19 0 0 8
"248" 1 7 20 1 4 8
"249" 1 8 1 1 0 3
"250" 1 8 2 0 0 3
"251" 1 8 3 1 0 3
"252" 1 8 4 0 0 3
"253" 1 9 1 0 0 2
"254" 1 9 2 1 -3 2
"255" 1 9 3 0 0 2
"256" 1 9 4 1 0 2
"257" 1 9 5 0 0 2
"258" 2 1 1 1 3 8
"259" 2 1 2 0 0 8
"260" 2 1 3 1 3 8
"261" 2 1 4 0 4 8
"262" 2 1 5 1 3 8
"263" 2 1 6 0 4 8
"264" 2 1 7 1 3 8
"265" 2 1 8 0 4 8
"266" 2 1 9 1 3 8
"267" 2 1 10 0 4 8
"268" 2 1 11 1 3 8
"269" 2 1 12 0 0 8
"270" 2 1 13 1 3 8
"271" 2 1 14 0 4 8
"272" 2 1 15 1 3 8
"273" 2 1 16 0 4 8
"274" 2 1 17 1 3 8
"275" 2 1 18 0 0 8
"276" 2 1 19 1 3 8
"277" 2 1 20 0 4 8
"278" 2 1 21 1 3 8
"279" 2 1 22 0 4 8
"280" 2 1 23 1 3 8
"281" 2 1 24 0 0 8
"282" 2 1 25 1 3 8
"283" 2 1 26 0 4 8
"284" 2 1 27 1 3 8
"285" 2 1 28 0 4 8
"286" 2 1 29 1 3 8
"287" 2 1 30 0 0 8
"288" 2 2 1 1 0 7
"289" 2 2 2 0 -3 7
"290" 2 2 3 1 0 7
"291" 2 2 4 0 -3 7
"292" 2 2 5 1 0 7
"293" 2 2 6 0 -3 7
"294" 2 2 7 1 0 7
"295" 2 2 8 0 -3 7
"296" 2 2 9 1 0 7
"297" 2 2 10 0 -3 7
"298" 2 2 11 1 0 7
"299" 2 2 12 0 -3 7
"300" 2 2 13 1 0 7
"301" 2 2 14 0 -3 7
"302" 2 2 15 1 0 7
"303" 2 2 16 0 -3 7
"304" 2 2 17 1 0 7
"305" 2 2 18 0 -3 7
"306" 2 2 19 1 0 7
"307" 2 2 20 0 -3 7
"308" 2 2 21 1 0 7
"309" 2 2 22 0 -3 7
"310" 2 2 23 1 0 7
"311" 2 2 24 0 -3 7
"312" 2 2 25 1 0 7
"313" 2 2 26 0 -3 7
"314" 2 2 27 1 0 7
"315" 2 2 28 0 -3 7
"316" 2 2 29 1 -32 7
"317" 2 2 30 0 -3 7
"318" 2 2 31 1 0 7
"319" 2 2 32 0 -3 7
"320" 2 2 33 1 0 7
"321" 2 2 34 0 -3 7
"322" 2 2 35 1 0 7
"323" 2 2 36 0 -3 7
"324" 2 2 37 1 0 7
"325" 2 2 38 0 -3 7
"326" 2 2 39 1 0 7
"327" 2 2 40 0 -3 7
"328" 2 2 41 1 0 7
"329" 2 2 42 0 -3 7
"330" 2 2 43 1 0 7
"331" 2 2 44 0 -3 7
"332" 2 2 45 1 0 7
"333" 2 2 46 0 -3 7
"334" 2 2 47 1 0 7
"335" 2 3 1 1 -4 6
"336" 2 3 2 0 -3 6
"337" 2 3 3 1 -4 6
"338" 2 3 4 0 -3 6
"339" 2 3 5 1 -4 6
"340" 2 3 6 0 -3 6
"341" 2 3 7 1 -4 6
"342" 2 3 8 0 -3 6
"343" 2 3 9 1 -4 6
"344" 2 3 10 0 -3 6
"345" 2 3 11 1 -4 6
"346" 2 3 12 0 -3 6
"347" 2 3 13 1 -4 6
"348" 2 3 14 0 -3 6
"349" 2 3 15 1 0 6
"350" 2 3 16 0 -3 6
"351" 2 3 17 1 0 6
"352" 2 3 18 0 -3 6
"353" 2 3 19 1 -4 6
"354" 2 3 20 0 -3 6
"355" 2 3 21 1 -4 6
"356" 2 3 22 0 -3 6
"357" 2 3 23 1 -4 6
"358" 2 3 24 0 -3 6
"359" 2 3 25 1 -4 6
"360" 2 3 26 0 -3 6
"361" 2 4 1 1 3 5
"362" 2 4 2 0 0 5
"363" 2 4 3 1 3 5
"364" 2 4 4 0 0 5
"365" 2 4 5 1 3 5
"366" 2 4 6 0 0 5
"367" 2 4 7 1 3 5
"368" 2 4 8 0 0 5
"369" 2 4 9 1 3 5
"370" 2 4 10 0 0 5
"371" 2 4 11 1 3 5
"372" 2 4 12 0 0 5
"373" 2 4 13 1 3 5
"374" 2 4 14 0 0 5
"375" 2 4 15 1 3 5
"376" 2 4 16 0 0 5
"377" 2 4 17 1 3 5
"378" 2 4 18 0 0 5
"379" 2 4 19 1 3 5
"380" 2 4 20 0 0 5
"381" 2 4 21 1 3 5
"382" 2 4 22 0 0 5
"383" 2 4 23 1 3 5
"384" 2 4 24 0 0 5
"385" 2 4 25 1 3 5
"386" 2 4 26 0 0 5
"387" 2 4 27 1 3 5
"388" 2 4 28 0 0 5
"389" 2 4 29 1 3 5
"390" 2 4 30 0 0 5
"391" 2 4 31 1 3 5
"392" 2 4 32 0 32 5
"393" 2 4 33 1 3 5
"394" 2 4 34 0 32 5
"395" 2 4 35 1 3 5
"396" 2 4 36 0 0 5
"397" 2 4 37 1 3 5
"398" 2 4 38 0 0 5
"399" 2 4 39 1 3 5
"400" 2 4 40 0 0 5
"401" 2 4 41 1 3 5
"402" 2 4 42 0 0 5
"403" 2 4 43 1 3 5
"404" 2 4 44 0 0 5
"405" 2 4 45 1 3 5
"406" 2 4 46 0 0 5
"407" 2 4 47 1 3 5
"408" 2 4 48 0 0 5
"409" 2 4 49 1 3 5
"410" 2 4 50 0 0 5
"411" 2 4 51 1 3 5
"412" 2 4 52 0 0 5
"413" 2 4 53 1 3 5
"414" 2 4 54 0 0 5
"415" 2 4 55 1 3 5
"416" 2 4 56 0 0 5
"417" 2 4 57 1 3 5
"418" 2 4 58 0 0 5
"419" 2 4 59 1 3 5
"420" 2 4 60 0 0 5
"421" 2 4 61 1 3 5
"422" 2 4 62 0 0 5
"423" 2 4 63 1 3 5
"424" 2 4 64 0 32 5
"425" 2 4 65 1 3 5
"426" 2 4 66 0 32 5
"427" 2 4 67 1 3 5
"428" 2 4 68 0 0 5
"429" 2 4 69 1 3 5
"430" 2 4 70 0 0 5
"431" 2 5 1 1 0 2
"432" 2 5 2 1 3 2
"433" 2 5 3 0 0 2
"434" 2 5 4 1 0 2
"435" 2 5 5 0 0 2
"436" 2 5 6 1 3 2
"437" 2 5 7 0 0 2
"438" 2 5 8 1 3 2
"439" 2 5 9 0 0 2
"440" 2 5 10 1 0 2
"441" 2 5 11 0 0 2
"442" 2 5 12 1 0 2
"443" 2 5 13 0 0 2
"444" 2 5 14 1 0 2
"445" 2 5 15 0 0 2
"446" 2 5 16 1 0 2
"447" 2 5 17 0 0 2
"448" 2 5 18 1 0 2
"449" 2 5 19 0 0 2
"450" 2 5 20 1 0 2
"451" 2 5 21 0 0 2
"452" 2 5 22 1 0 2
"453" 2 5 23 0 0 2
"454" 2 5 24 1 3 2
"455" 2 5 25 0 0 2
"456" 2 5 26 1 3 2
"457" 2 5 27 0 0 2
"458" 2 5 28 1 3 2
"459" 2 5 29 0 0 2
"460" 2 5 30 1 3 2
"461" 2 5 31 0 32 2
"462" 2 5 32 1 0 2
"463" 2 5 33 0 0 2
"464" 2 5 34 1 3 2
"465" 2 5 35 0 0 2
"466" 2 5 36 1 0 2
"467" 2 5 37 0 0 2
"468" 2 5 38 1 0 2
"469" 2 5 39 0 0 2
"470" 2 5 40 1 3 2
"471" 2 5 41 0 0 2
"472" 2 5 42 1 0 2
"473" 2 5 43 0 0 2
"474" 2 5 44 1 0 2
"475" 2 5 45 0 0 2
"476" 2 5 46 1 0 2
"477" 2 5 47 0 0 2
"478" 2 5 48 1 0 2
"479" 2 5 49 0 0 2
"480" 2 5 50 1 0 2
"481" 2 5 51 0 0 2
"482" 2 5 52 1 3 2
"483" 2 5 53 0 0 2
"484" 2 5 54 1 0 2
"485" 2 5 55 0 0 2
"486" 2 5 56 1 0 2
"487" 2 5 57 0 0 2
"488" 2 5 58 1 0 2
"489" 2 5 59 0 0 2
"490" 2 5 60 1 0 2
"491" 2 5 61 0 0 2
"492" 2 5 62 1 0 2
"493" 2 5 63 0 0 2
"494" 2 5 64 1 3 2
"495" 2 5 65 0 0 2
"496" 2 5 66 1 0 2
"497" 2 5 67 0 0 2
"498" 2 5 68 1 0 2
"499" 2 5 69 0 0 2
"500" 2 5 70 1 0 2
"501" 2 5 71 0 0 2
"502" 2 5 72 1 3 2
"503" 2 5 73 0 0 2
"504" 2 5 74 1 0 2
"505" 2 5 75 0 0 2
"506" 2 5 76 1 3 2
"507" 2 5 77 0 0 2
"508" 2 5 78 1 0 2
"509" 2 5 79 0 0 2
"510" 2 5 80 1 3 2
"511" 2 5 81 0 0 2
"512" 2 5 82 1 3 2
"513" 2 5 83 0 0 2
"514" 2 5 84 1 3 2
"515" 2 5 85 0 0 2
"516" 2 5 86 1 3 2
"517" 2 5 87 0 0 2
"518" 2 5 88 1 0 2
"519" 2 6 1 0 3 3
"520" 2 6 2 1 0 3
"521" 2 6 3 0 3 3
"522" 2 6 4 1 5 3
"523" 2 6 5 0 3 3
"524" 2 6 6 1 5 3
"525" 2 6 7 0 3 3
"526" 2 6 8 1 5 3
"527" 2 6 9 0 3 3
"528" 2 6 10 1 5 3
"529" 2 6 11 0 3 3
"530" 2 6 12 1 0 3
"531" 2 6 13 0 3 3
"532" 2 6 14 1 0 3
"533" 2 6 15 0 3 3
"534" 2 6 16 1 0 3
"535" 2 6 17 0 3 3
"536" 2 6 18 1 5 3
"537" 2 6 19 0 3 3
"538" 2 6 20 1 5 3
"539" 2 6 21 0 3 3
"540" 2 6 22 1 5 3
"541" 2 6 23 0 3 3
"542" 2 6 24 1 0 3
"543" 2 6 25 0 3 3
"544" 2 6 26 1 5 3
"545" 2 6 27 0 3 3
"546" 2 6 28 1 0 3
"547" 2 6 29 0 3 3
"548" 2 6 30 1 5 3
"549" 2 6 31 0 3 3
"550" 2 6 32 1 0 3
"551" 2 6 33 0 3 3
"552" 2 6 34 1 0 3
"553" 2 6 35 0 3 3
"554" 2 6 36 1 0 3
"555" 2 6 37 0 3 3
"556" 2 6 38 0 3 3
"557" 2 7 1 0 0 1
"558" 2 7 2 1 4 1
"559" 2 7 3 0 0 1
"560" 2 7 4 1 4 1
"561" 2 7 5 0 0 1
"562" 2 7 6 1 4 1
"563" 2 7 7 0 11 1
"564" 2 7 8 1 4 1
"565" 2 7 9 0 11 1
"566" 2 7 10 1 4 1
"567" 2 7 11 0 0 1
"568" 2 7 12 1 4 1
"569" 2 7 13 0 11 1
"570" 2 7 14 1 4 1
"571" 2 7 15 0 0 1
"572" 2 7 16 1 4 1
"573" 2 7 17 0 0 1
"574" 2 7 18 1 4 1
"575" 2 7 19 0 0 1
"576" 2 7 20 1 4 1
"577" 2 7 21 0 0 1
"578" 2 7 22 1 4 1
"579" 2 7 23 0 0 1
"580" 2 7 24 1 0 1
"581" 2 7 25 0 11 1
"582" 2 7 26 1 4 1
"583" 2 7 27 0 11 1
"584" 2 7 28 1 4 1
"585" 2 7 29 0 0 1
"586" 2 7 30 1 0 1
"587" 2 7 31 0 0 1
"588" 2 7 32 1 4 1
"589" 2 7 33 0 0 1
"590" 2 7 34 1 4 1
"591" 2 7 35 0 0 1
"592" 2 7 36 1 4 1
"593" 2 7 37 0 0 1
"594" 2 7 38 1 4 1
"595" 2 7 39 0 11 1
"596" 2 7 40 1 4 1
"597" 2 7 41 0 0 1
"598" 2 7 42 1 4 1
"599" 2 8 1 1 0 9
"600" 2 8 2 0 -12 9
"601" 2 8 3 1 0 9
"602" 2 8 4 0 0 9
"603" 2 8 5 1 0 9
"604" 2 8 6 0 0 9
"605" 2 8 7 1 0 9
"606" 2 8 8 0 0 9
"607" 2 8 9 1 0 9
"608" 2 8 10 0 -12 9
"609" 2 8 11 1 0 9
"610" 2 8 12 0 -12 9
"611" 2 8 13 1 0 9
"612" 2 8 14 0 0 9
"613" 2 8 15 1 0 9
"614" 2 8 16 0 -12 9
"615" 2 8 17 1 0 9
"616" 2 8 18 0 0 9
"617" 2 8 19 1 0 9
"618" 2 8 20 0 0 9
"619" 2 8 21 1 -32 9
"620" 2 8 22 0 0 9
"621" 2 8 23 1 0 9
"622" 2 8 24 0 0 9
"623" 2 8 25 1 0 9
"624" 2 8 26 0 0 9
"625" 2 8 27 1 0 9
"626" 2 8 28 0 0 9
"627" 2 8 29 1 0 9
"628" 2 8 30 0 0 9
"629" 2 8 31 1 0 9
"630" 2 8 32 0 0 9
"631" 2 8 33 1 0 9
"632" 2 8 34 0 0 9
"633" 2 8 35 1 0 9
"634" 2 8 36 0 0 9
"635" 2 8 37 1 0 9
"636" 2 8 38 0 -12 9
"637" 2 8 39 1 -32 9
"638" 2 8 40 0 0 9
"639" 2 8 41 1 0 9
"640" 2 8 42 0 0 9
"641" 2 8 43 1 0 9
"642" 2 8 44 0 0 9
"643" 2 8 45 1 0 9
"644" 2 8 46 0 0 9
"645" 2 8 47 1 0 9
"646" 2 9 1 0 0 4
"647" 2 9 2 1 0 4
"648" 2 9 3 0 0 4
"649" 2 9 4 1 -3 4
"650" 2 9 5 0 0 4
"651" 2 9 6 1 -3 4
"652" 2 9 7 0 -4 4
"653" 2 9 8 1 0 4
"654" 2 9 9 0 0 4
"655" 2 9 10 1 0 4
"656" 2 9 11 0 0 4
"657" 2 9 12 1 0 4
"658" 2 9 13 0 0 4
"659" 2 9 14 1 0 4
"660" 2 9 15 0 -4 4
"661" 2 9 16 1 -3 4
"662" 2 9 17 0 0 4
"663" 2 9 18 1 -3 4
"664" 2 9 19 0 0 4
"665" 2 9 20 1 0 4
"666" 2 9 21 0 0 4
"667" 2 9 22 1 0 4
"668" 2 9 23 0 0 4
"669" 2 9 24 1 0 4
"670" 2 9 25 0 0 4
"671" 2 9 26 1 0 4
"672" 2 9 27 0 -4 4
"673" 2 9 28 1 0 4
"674" 2 9 29 0 0 4
"675" 2 9 30 1 0 4
"676" 2 9 31 0 -4 4
"677" 2 9 32 1 -3 4
"678" 2 9 33 0 0 4
"679" 2 9 34 1 0 4
"680" 2 9 35 0 0 4
"681" 2 9 36 1 0 4
"682" 2 9 37 0 0 4
"683" 2 9 38 1 0 4
"684" 2 9 39 0 -4 4
"685" 2 9 40 1 -3 4
"686" 2 9 41 0 0 4
"687" 2 9 42 1 0 4
"688" 3 1 1 0 4 8
"689" 3 1 2 0 4 8
"690" 3 1 3 0 4 8
"691" 3 1 4 0 4 8
"692" 3 1 5 0 4 8
"693" 3 1 6 0 4 8
"694" 3 1 7 0 4 8
"695" 3 1 8 0 4 8
"696" 3 1 9 0 4 8
"697" 3 1 10 0 4 8
"698" 3 1 11 0 4 8
"699" 3 1 12 0 4 8
"700" 3 1 13 0 4 8
"701" 3 1 14 0 4 8
"702" 3 1 15 1 3 8
"703" 3 1 16 1 3 8
"704" 3 1 17 1 3 8
"705" 3 1 18 1 3 8
"706" 3 1 19 1 3 8
"707" 3 1 20 1 3 8
"708" 3 1 21 1 3 8
"709" 3 1 22 1 3 8
"710" 3 1 23 1 3 8
"711" 3 1 24 1 3 8
"712" 3 1 25 1 3 8
"713" 3 1 26 1 3 8
"714" 3 1 27 1 3 8
"715" 3 1 28 1 3 8
"716" 3 2 1 0 -3 1
"717" 3 2 2 0 -3 1
"718" 3 2 3 0 -3 1
"719" 3 2 4 0 -3 1
"720" 3 2 5 0 -3 1
"721" 3 2 6 0 -3 1
"722" 3 2 7 0 -3 1
"723" 3 2 8 0 -3 1
"724" 3 2 9 0 -3 1
"725" 3 2 10 0 -3 1
"726" 3 2 11 0 -3 1
"727" 3 2 12 0 -3 1
"728" 3 2 13 0 -3 1
"729" 3 2 14 0 -3 1
"730" 3 2 15 0 -3 1
"731" 3 2 16 0 -3 1
"732" 3 2 17 0 -3 1
"733" 3 2 18 0 -3 1
"734" 3 2 19 0 -3 1
"735" 3 2 20 0 -3 1
"736" 3 2 21 0 -3 1
"737" 3 2 22 1 0 1
"738" 3 2 23 1 0 1
"739" 3 2 24 1 0 1
"740" 3 2 25 1 0 1
"741" 3 2 26 1 0 1
"742" 3 2 27 1 0 1
"743" 3 2 28 1 0 1
"744" 3 2 29 1 0 1
"745" 3 2 30 1 0 1
"746" 3 2 31 1 0 1
"747" 3 2 32 1 0 1
"748" 3 2 33 1 0 1
"749" 3 2 34 1 0 1
"750" 3 2 35 1 0 1
"751" 3 2 36 1 0 1
"752" 3 2 37 1 0 1
"753" 3 2 38 1 0 1
"754" 3 3 1 0 -3 7
"755" 3 3 2 0 -3 7
"756" 3 3 3 0 -3 7
"757" 3 3 4 0 -3 7
"758" 3 3 5 0 -3 7
"759" 3 3 6 0 -3 7
"760" 3 3 7 0 -3 7
"761" 3 3 8 0 -3 7
"762" 3 3 9 0 -3 7
"763" 3 3 10 0 -3 7
"764" 3 3 11 0 -3 7
"765" 3 3 12 0 -3 7
"766" 3 3 13 0 -3 7
"767" 3 3 14 0 -3 7
"768" 3 3 15 0 -3 7
"769" 3 3 16 0 -3 7
"770" 3 3 17 0 -3 7
"771" 3 3 18 0 -3 7
"772" 3 3 19 0 -3 7
"773" 3 3 20 0 -3 7
"774" 3 3 21 1 -4 7
"775" 3 3 22 1 -4 7
"776" 3 3 23 1 0 7
"777" 3 3 24 1 0 7
"778" 3 3 25 1 -4 7
"779" 3 3 26 1 -4 7
"780" 3 3 27 1 -4 7
"781" 3 3 28 1 -4 7
"782" 3 3 29 1 -4 7
"783" 3 3 30 1 0 7
"784" 3 3 31 1 0 7
"785" 3 3 32 1 -4 7
"786" 3 3 33 1 -4 7
"787" 3 3 34 1 0 7
"788" 3 3 35 1 0 7
"789" 3 3 36 1 -4 7
"790" 3 3 37 1 -4 7
"791" 3 3 38 1 -4 7
"792" 3 3 39 1 -4 7
"793" 3 3 40 1 -4 7
"794" 3 4 1 0 0 2
"795" 3 4 2 0 0 2
"796" 3 4 3 0 0 2
"797" 3 4 4 0 0 2
"798" 3 4 5 0 0 2
"799" 3 4 6 0 0 2
"800" 3 4 7 0 0 2
"801" 3 4 8 0 0 2
"802" 3 4 9 0 0 2
"803" 3 4 10 0 0 2
"804" 3 4 11 0 0 2
"805" 3 4 12 0 0 2
"806" 3 4 13 0 32 2
"807" 3 4 14 0 0 2
"808" 3 4 15 0 0 2
"809" 3 4 16 0 0 2
"810" 3 4 17 0 32 2
"811" 3 4 18 0 0 2
"812" 3 4 19 0 0 2
"813" 3 4 20 0 0 2
"814" 3 4 21 1 3 2
"815" 3 4 22 1 3 2
"816" 3 4 23 1 3 2
"817" 3 4 24 1 3 2
"818" 3 4 25 1 3 2
"819" 3 4 26 1 3 2
"820" 3 4 27 1 3 2
"821" 3 4 28 1 3 2
"822" 3 4 29 1 3 2
"823" 3 4 30 1 3 2
"824" 3 4 31 1 3 2
"825" 3 4 32 1 3 2
"826" 3 4 33 1 3 2
"827" 3 4 34 1 3 2
"828" 3 4 35 1 3 2
"829" 3 4 36 1 3 2
"830" 3 5 1 0 0 4
"831" 3 5 2 0 0 4
"832" 3 5 3 0 0 4
"833" 3 5 4 0 0 4
"834" 3 5 5 0 0 4
"835" 3 5 6 0 0 4
"836" 3 5 7 0 0 4
"837" 3 5 8 0 0 4
"838" 3 5 9 0 0 4
"839" 3 5 10 0 0 4
"840" 3 5 11 0 0 4
"841" 3 5 12 0 32 4
"842" 3 5 13 0 0 4
"843" 3 5 14 0 0 4
"844" 3 5 15 0 0 4
"845" 3 5 16 0 0 4
"846" 3 5 17 0 0 4
"847" 3 5 18 0 0 4
"848" 3 5 19 0 0 4
"849" 3 5 20 0 0 4
"850" 3 5 21 1 0 4
"851" 3 5 22 1 0 4
"852" 3 5 23 1 0 4
"853" 3 5 24 1 3 4
"854" 3 5 25 1 0 4
"855" 3 5 26 1 3 4
"856" 3 5 27 1 3 4
"857" 3 5 28 1 3 4
"858" 3 5 29 1 0 4
"859" 3 5 30 1 0 4
"860" 3 5 31 1 3 4
"861" 3 5 32 1 0 4
"862" 3 6 1 1 5 9
