,sid,gameind,probid,probvar,cond_color,cond_ecology,cost,samplesize,n_switch,choice,choseH,mn_diff
1232,153,8,normal-56,high,same,normal,high,1,0,B,1,10
1233,153,9,normal-59,high,same,normal,low,4,3,B,1,12
1234,153,10,normal-42,high,same,normal,high,2,1,B,1,5
1235,153,11,normal-3,low,same,normal,high,2,1,B,1,12
1236,153,12,normal-7,low,same,normal,low,6,5,B,1,14
1237,153,13,normal-2,low,same,normal,low,4,3,B,1,14
1238,153,14,normal-36,high,same,normal,low,4,3,B,1,9
1239,153,15,normal-22,low,same,normal,high,2,1,B,1,14
1240,153,16,normal-17,low,same,normal,low,10,9,B,1,5
1241,153,17,normal-11,low,same,normal,high,2,1,B,1,14
1242,153,18,normal-9,low,same,normal,high,2,1,B,1,12
1243,153,19,normal-41,high,same,normal,high,2,1,B,1,13
1244,153,20,normal-33,high,same,normal,low,10,9,B,1,11
1245,153,21,normal-43,high,same,normal,low,4,3,A,0,12
1246,153,22,normal-52,high,same,normal,high,2,1,B,1,14
1247,153,23,normal-45,high,same,normal,high,2,1,B,1,9
1248,154,0,normal-27,low,diff,normal,low,14,9,B,1,10
1249,154,1,normal-33,high,diff,normal,low,4,3,B,1,11
1250,154,2,normal-31,high,diff,normal,low,6,5,A,0,11
1251,154,3,normal-51,high,diff,normal,high,2,1,B,1,12
1252,154,4,normal-22,low,diff,normal,high,2,1,B,1,14
1253,154,5,normal-21,low,diff,normal,high,2,1,B,1,9
1254,154,6,normal-34,high,diff,normal,high,2,1,A,0,12
1255,154,7,normal-26,low,diff,normal,high,2,1,B,1,12
1256,154,8,normal-6,low,diff,normal,low,2,1,B,1,11
1257,154,9,normal-41,high,diff,normal,high,2,1,A,0,13
1258,154,10,normal-2,low,diff,normal,low,2,1,B,1,14
1259,154,11,normal-32,high,diff,normal,low,12,10,B,1,11
1260,154,12,normal-3,low,diff,normal,low,4,3,B,1,12
1261,154,13,normal-24,low,diff,normal,high,2,1,B,1,10
1262,154,14,normal-49,high,diff,normal,low,4,3,B,1,10
1263,154,15,normal-25,low,diff,normal,high,2,1,B,1,14
1264,154,16,normal-23,low,diff,normal,high,3,2,B,1,14
1265,154,17,normal-29,low,diff,normal,low,2,1,B,1,14
1266,154,18,normal-20,low,diff,normal,low,4,3,B,1,13
1267,154,19,normal-36,high,diff,normal,low,4,3,B,1,9
1268,154,20,normal-30,high,diff,normal,high,2,1,B,1,9
1269,154,21,normal-35,high,diff,normal,low,2,1,B,1,7
1270,154,22,normal-45,high,diff,normal,high,2,1,A,0,9
1271,154,23,normal-39,high,diff,normal,high,2,1,B,1,12
1272,155,0,normal-52,high,diff,normal,high,4,2,A,0,14
1273,155,1,normal-57,high,diff,normal,high,3,1,B,1,13
1274,155,2,normal-28,low,diff,normal,low,4,3,B,1,9
1275,155,3,normal-32,high,diff,normal,low,2,1,A,0,11
1276,155,4,normal-20,low,diff,normal,low,2,1,B,1,13
1277,155,5,normal-21,low,diff,normal,high,3,2,B,1,9
1278,155,6,normal-7,low,diff,normal,low,2,1,B,1,14
1279,155,7,normal-18,low,diff,normal,high,3,2,B,1,10
1280,155,8,normal-44,high,diff,normal,low,5,3,B,1,8
1281,155,9,normal-58,high,diff,normal,high,2,1,B,1,12
1282,155,10,normal-51,high,diff,normal,low,17,4,B,1,12
1283,155,11,normal-11,low,diff,normal,high,4,3,B,1,14
1284,155,12,normal-37,high,diff,normal,high,2,1,B,1,9
1285,155,13,normal-59,high,diff,normal,low,6,5,B,1,12
1286,155,14,normal-42,high,diff,normal,high,3,1,A,0,5
1287,155,15,normal-25,low,diff,normal,high,3,2,B,1,14
1288,155,16,normal-38,high,diff,normal,low,8,1,A,0,13
1289,155,17,normal-39,high,diff,normal,low,8,1,A,0,12
1290,155,18,normal-30,high,diff,normal,high,2,1,B,1,9
1291,155,19,normal-14,low,diff,normal,low,8,1,B,1,13
1292,155,20,normal-9,low,diff,normal,low,8,1,B,1,12
1293,155,21,normal-16,low,diff,normal,high,3,2,B,1,6
1294,155,22,normal-8,low,diff,normal,high,3,2,B,1,5
1295,155,23,normal-15,low,diff,normal,low,8,1,B,1,7
1296,158,0,normal-29,low,diff,normal,low,7,1,B,1,14
1297,158,1,normal-0,low,diff,normal,high,2,1,B,1,14
1298,158,2,normal-27,low,diff,normal,high,1,0,A,0,10
1299,158,3,normal-13,low,diff,normal,low,11,2,B,1,5
1300,158,4,normal-41,high,diff,normal,high,1,0,B,1,13
1301,158,5,normal-31,high,diff,normal,low,14,1,B,1,11
1302,158,6,normal-58,high,diff,normal,low,8,1,B,1,12
1303,158,7,normal-12,low,diff,normal,low,8,1,B,1,11
1304,158,8,normal-48,high,diff,normal,high,1,0,B,1,9
1305,158,9,normal-55,high,diff,normal,high,1,0,B,1,14
1306,158,10,normal-38,high,diff,normal,low,9,2,A,0,13
1307,158,11,normal-7,low,diff,normal,high,1,0,A,0,14
1308,158,12,normal-54,high,diff,normal,low,15,1,B,1,7
1309,158,13,normal-30,high,diff,normal,high,1,0,B,1,9
1310,158,14,normal-1,low,diff,normal,high,1,0,B,1,11
1311,158,15,normal-24,low,diff,normal,low,13,1,B,1,10
1312,158,16,normal-35,high,diff,normal,high,1,0,B,1,7
1313,158,17,normal-46,high,diff,normal,high,1,0,B,1,6
1314,158,18,normal-28,low,diff,normal,low,7,1,B,1,9
1315,158,19,normal-26,low,diff,normal,high,1,0,A,0,12
1316,158,20,normal-42,high,diff,normal,low,10,1,B,1,5
1317,158,21,normal-4,low,diff,normal,low,3,0,B,1,7
1318,158,22,normal-5,low,diff,normal,high,1,0,B,1,13
1319,158,23,normal-51,high,diff,normal,low,7,1,B,1,12
1320,159,0,normal-32,high,same,normal,low,39,3,B,1,11
1321,159,1,normal-57,high,same,normal,high,6,4,A,0,13
1322,159,2,normal-18,low,same,normal,low,23,2,B,1,10
1323,159,3,normal-5,low,same,normal,low,15,2,B,1,13
1324,159,4,normal-54,high,same,normal,low,21,1,B,1,7
1325,159,5,normal-53,high,same,normal,high,16,4,B,1,8
1326,159,6,normal-30,high,same,normal,high,2,1,A,0,9
1327,159,7,normal-56,high,same,normal,low,37,3,A,0,10
1328,159,8,normal-21,low,same,normal,low,21,2,B,1,9
1329,159,9,normal-2,low,same,normal,high,4,3,B,1,14
1330,159,10,normal-3,low,same,normal,high,4,2,A,0,12
1331,159,11,normal-1,low,same,normal,high,1,0,B,1,11
1332,159,12,normal-37,high,same,normal,high,1,0,A,0,9
1333,159,13,normal-9,low,same,normal,low,24,2,B,1,12
1334,159,14,normal-58,high,same,normal,low,28,2,B,1,12
1335,159,15,normal-35,high,same,normal,high,1,0,A,0,7
1336,159,16,normal-26,low,same,normal,high,1,0,B,1,12
1337,159,17,normal-19,low,same,normal,high,1,0,A,0,13
1338,159,18,normal-33,high,same,normal,low,13,1,B,1,11
1339,159,19,normal-8,low,same,normal,low,12,8,B,1,5
1340,159,20,normal-28,low,same,normal,high,1,0,A,0,9
1341,159,21,normal-46,high,same,normal,high,1,0,B,1,6
1342,159,22,normal-40,high,same,normal,low,14,1,B,1,8
1343,159,23,normal-23,low,same,normal,low,11,9,B,1,14
1344,161,0,normal-4,low,diff,normal,low,4,2,A,0,7
1345,161,1,normal-1,low,diff,normal,high,2,1,B,1,11
1346,161,2,normal-30,high,diff,normal,high,2,1,B,1,9
1347,161,3,normal-53,high,diff,normal,low,1,0,A,0,8
1348,161,4,normal-36,high,diff,normal,low,1,0,B,1,9
1349,161,5,normal-16,low,diff,normal,low,1,0,A,0,6
1350,161,6,normal-35,high,diff,normal,high,1,0,B,1,7
1351,161,7,normal-17,low,diff,normal,low,1,0,B,1,5
1352,161,8,normal-10,low,diff,normal,high,1,0,A,0,5
1353,161,9,normal-45,high,diff,normal,low,1,0,A,0,9
1354,161,10,normal-31,high,diff,normal,high,1,0,A,0,11
1355,161,11,normal-8,low,diff,normal,high,1,0,A,0,5
1356,161,12,normal-51,high,diff,normal,high,1,0,A,0,12
1357,161,13,normal-23,low,diff,normal,high,1,0,A,0,14
1358,161,14,normal-38,high,diff,normal,low,1,0,B,1,13
1359,161,15,normal-42,high,diff,normal,low,1,0,B,1,5
1360,161,16,normal-11,low,diff,normal,high,1,0,B,1,14
1361,161,17,normal-41,high,diff,normal,low,1,0,B,1,13
1362,161,18,normal-56,high,diff,normal,high,1,0,B,1,10
1363,161,19,normal-6,low,diff,normal,low,1,0,A,0,11
1364,161,20,normal-44,high,diff,normal,high,1,0,A,0,8
1365,161,21,normal-7,low,diff,normal,low,1,0,A,0,14
1366,161,22,normal-0,low,diff,normal,high,1,0,B,1,14
1367,161,23,normal-27,low,diff,normal,low,1,0,B,1,10
1368,162,0,normal-34,high,diff,normal,high,4,2,B,1,12
1369,162,1,normal-8,low,diff,normal,high,3,2,A,0,5
1370,162,2,normal-20,low,diff,normal,high,3,2,B,1,13
1371,162,3,normal-32,high,diff,normal,low,2,1,B,1,11
1372,162,4,normal-44,high,diff,normal,low,3,1,B,1,8
1373,162,5,normal-9,low,diff,normal,low,1,0,A,0,12
1374,162,6,normal-15,low,diff,normal,high,1,0,B,1,7
1375,162,7,normal-29,low,diff,normal,low,1,0,A,0,14
1376,162,8,normal-27,low,diff,normal,low,1,0,A,0,10
1377,162,9,normal-52,high,diff,normal,high,1,0,B,1,14
1378,162,10,normal-38,high,diff,normal,high,2,1,A,0,13
1379,162,11,normal-51,high,diff,normal,low,2,1,A,0,12
1380,162,12,normal-53,high,diff,normal,low,3,2,A,0,8
1381,162,13,normal-57,high,diff,normal,high,2,1,B,1,13
1382,162,14,normal-28,low,diff,normal,low,2,1,B,1,9
1383,162,15,normal-17,low,diff,normal,low,2,1,B,1,5
1384,162,16,normal-42,high,diff,normal,high,5,3,A,0,5
1385,162,17,normal-18,low,diff,normal,high,1,0,B,1,10
1386,162,18,normal-54,high,diff,normal,low,1,0,B,1,7
1387,162,19,normal-21,low,diff,normal,high,1,0,B,1,9
1388,162,20,normal-11,low,diff,normal,high,1,0,B,1,14
1389,162,21,normal-48,high,diff,normal,high,1,0,A,0,9
1390,162,22,normal-37,high,diff,normal,low,2,1,B,1,9
1391,162,23,normal-2,low,diff,normal,low,2,1,B,1,14
1392,163,0,normal-35,high,same,normal,high,2,1,B,1,7
1393,163,1,normal-13,low,same,normal,low,11,4,A,0,5
1394,163,2,normal-28,low,same,normal,high,2,1,B,1,9
1395,163,3,normal-45,high,same,normal,high,2,1,B,1,9
1396,163,4,normal-56,high,same,normal,low,2,1,B,1,10
1397,163,5,normal-17,low,same,normal,low,2,1,B,1,5
1398,163,6,normal-46,high,same,normal,low,2,1,B,1,6
1399,163,7,normal-47,high,same,normal,low,11,2,A,0,13
1400,163,8,normal-11,low,same,normal,high,2,1,B,1,14
1401,163,9,normal-9,low,same,normal,high,2,1,B,1,12
1402,163,10,normal-26,low,same,normal,low,2,1,B,1,12
1403,163,11,normal-49,high,same,normal,high,2,1,B,1,10
1404,163,12,normal-55,high,same,normal,low,4,3,A,0,14
1405,163,13,normal-21,low,same,normal,low,2,1,B,1,9
1406,163,14,normal-53,high,same,normal,low,7,3,B,1,8
1407,163,15,normal-8,low,same,normal,high,2,1,B,1,5
1408,163,16,normal-36,high,same,normal,high,2,1,B,1,9
1409,163,17,normal-58,high,same,normal,high,2,1,B,1,12
1410,163,18,normal-41,high,same,normal,high,2,1,B,1,13
1411,163,19,normal-0,low,same,normal,low,2,1,B,1,14
1412,163,20,normal-22,low,same,normal,low,2,1,B,1,14
1413,163,21,normal-20,low,same,normal,high,2,1,B,1,13
1414,163,22,normal-50,high,same,normal,low,2,1,B,1,10
1415,163,23,normal-12,low,same,normal,high,2,1,B,1,11
1416,166,0,normal-38,high,same,normal,high,1,0,B,1,13
1417,166,1,normal-18,low,same,normal,low,18,1,B,1,10
1418,166,2,normal-49,high,same,normal,low,18,1,B,1,10
1419,166,3,normal-6,low,same,normal,high,1,0,B,1,11
1420,166,4,normal-44,high,same,normal,high,1,0,B,1,8
1421,166,5,normal-1,low,same,normal,high,1,0,B,1,11
1422,166,6,normal-16,low,same,normal,high,1,0,A,0,6
1423,166,7,normal-3,low,same,normal,low,12,1,B,1,12
1424,166,8,normal-43,high,same,normal,low,20,1,B,1,12
1425,166,9,normal-35,high,same,normal,low,19,1,B,1,7
1426,166,10,normal-34,high,same,normal,high,1,0,A,0,12
1427,166,11,normal-13,low,same,normal,low,20,1,B,1,5
1428,166,12,normal-50,high,same,normal,high,1,0,B,1,10
1429,166,13,normal-56,high,same,normal,low,20,1,B,1,10
1430,166,14,normal-22,low,same,normal,high,1,0,A,0,14
1431,166,15,normal-9,low,same,normal,low,17,1,B,1,12
1432,166,16,normal-31,high,same,normal,high,1,0,A,0,11
1433,166,17,normal-19,low,same,normal,low,14,1,B,1,13
1434,166,18,normal-17,low,same,normal,high,1,0,A,0,5
1435,166,19,normal-21,low,same,normal,high,1,0,B,1,9
1436,166,20,normal-41,high,same,normal,low,16,1,B,1,13
1437,166,21,normal-8,low,same,normal,low,20,1,A,0,5
1438,166,22,normal-40,high,same,normal,high,1,0,A,0,8
1439,166,23,normal-37,high,same,normal,low,20,1,A,0,9
1440,169,0,normal-23,low,diff,normal,high,2,1,B,1,14
1441,169,1,normal-49,high,diff,normal,high,5,4,B,1,10
1442,169,2,normal-1,low,diff,normal,high,6,5,A,0,11
1443,169,3,normal-51,high,diff,normal,high,6,5,B,1,12
1444,169,4,normal-27,low,diff,normal,low,6,4,B,1,10
1445,169,5,normal-25,low,diff,normal,high,4,3,B,1,14
1446,169,6,normal-50,high,diff,normal,low,10,9,B,1,10
1447,169,7,normal-56,high,diff,normal,low,6,5,B,1,10
1448,169,8,normal-30,high,diff,normal,low,8,7,B,1,9
1449,169,9,normal-43,high,diff,normal,high,6,5,B,1,12
1450,169,10,normal-16,low,diff,normal,low,10,9,B,1,6
1451,169,11,normal-0,low,diff,normal,low,10,9,B,1,14
1452,169,12,normal-8,low,diff,normal,low,7,6,B,1,5
1453,169,13,normal-29,low,diff,normal,low,7,6,B,1,14
1454,169,14,normal-34,high,diff,normal,high,8,7,B,1,12
1455,169,15,normal-53,high,diff,normal,low,8,7,B,1,8
1456,169,16,normal-2,low,diff,normal,low,8,7,B,1,14
1457,169,17,normal-36,high,diff,normal,low,8,7,B,1,9
1458,169,18,normal-18,low,diff,normal,high,8,7,B,1,10
1459,169,19,normal-22,low,diff,normal,high,6,5,B,1,14
1460,169,20,normal-40,high,diff,normal,high,12,11,B,1,8
1461,169,21,normal-17,low,diff,normal,high,6,5,B,1,5
1462,169,22,normal-47,high,diff,normal,low,12,11,A,0,13
1463,169,23,normal-55,high,diff,normal,high,10,9,B,1,14
1464,170,0,normal-18,low,same,normal,high,4,1,B,1,10
1465,170,1,normal-45,high,same,normal,low,6,2,A,0,9
1466,170,2,normal-5,low,same,normal,high,6,1,B,1,13
1467,170,3,normal-3,low,same,normal,low,10,1,B,1,12
1468,170,4,normal-44,high,same,normal,high,6,2,B,1,8
1469,170,5,normal-35,high,same,normal,low,15,3,B,1,7
1470,170,6,normal-14,low,same,normal,low,9,1,B,1,13
1471,170,7,normal-32,high,same,normal,high,4,1,B,1,11
1472,170,8,normal-22,low,same,normal,low,5,1,B,1,14
1473,170,9,normal-27,low,same,normal,high,6,2,B,1,10
1474,170,10,normal-42,high,same,normal,low,4,1,A,0,5
1475,170,11,normal-46,high,same,normal,high,2,1,A,0,6
1476,170,12,normal-1,low,same,normal,high,2,1,B,1,11
1477,170,13,normal-16,low,same,normal,low,7,4,B,1,6
1478,170,14,normal-2,low,same,normal,low,8,5,B,1,14
1479,170,15,normal-26,low,same,normal,low,6,5,B,1,12
1480,170,16,normal-12,low,same,normal,high,2,1,B,1,11
1481,170,17,normal-56,high,same,normal,high,2,1,A,0,10
1482,170,18,normal-49,high,same,normal,high,2,1,B,1,10
1483,170,19,normal-31,high,same,normal,low,1,0,A,0,11
1484,170,20,normal-11,low,same,normal,high,2,1,B,1,14
1485,170,21,normal-41,high,same,normal,low,10,3,B,1,13
1486,170,22,normal-54,high,same,normal,low,4,1,B,1,7
1487,170,23,normal-48,high,same,normal,high,3,1,B,1,9
1488,173,0,normal-24,low,diff,normal,low,6,1,B,1,10
1489,173,1,normal-8,low,diff,normal,low,7,1,B,1,5
1490,173,2,normal-18,low,diff,normal,low,7,1,B,1,10
1491,173,3,normal-25,low,diff,normal,high,4,3,B,1,14
1492,173,4,normal-54,high,diff,normal,low,6,1,B,1,7
1493,173,5,normal-44,high,diff,normal,low,9,2,B,1,8
1494,173,6,normal-39,high,diff,normal,high,4,3,B,1,12
1495,173,7,normal-55,high,diff,normal,high,2,1,A,0,14
1496,173,8,normal-46,high,diff,normal,low,3,2,B,1,6
1497,173,9,normal-32,high,diff,normal,high,2,1,A,0,11
1498,173,10,normal-3,low,diff,normal,high,2,1,B,1,12
1499,173,11,normal-1,low,diff,normal,high,2,1,B,1,11
1500,173,12,normal-9,low,diff,normal,low,6,1,B,1,12
1501,173,13,normal-20,low,diff,normal,high,2,1,B,1,13
1502,173,14,normal-35,high,diff,normal,high,2,1,B,1,7
1503,173,15,normal-41,high,diff,normal,high,2,1,B,1,13
1504,173,16,normal-51,high,diff,normal,low,6,1,B,1,12
1505,173,17,normal-43,high,diff,normal,high,2,1,B,1,12
1506,173,18,normal-15,low,diff,normal,high,4,3,B,1,7
1507,173,19,normal-12,low,diff,normal,low,4,3,B,1,11
1508,173,20,normal-30,high,diff,normal,low,6,1,B,1,9
1509,173,21,normal-6,low,diff,normal,low,6,1,B,1,11
1510,173,22,normal-11,low,diff,normal,high,2,1,B,1,14
1511,173,23,normal-42,high,diff,normal,low,7,2,B,1,5
1512,174,0,normal-1,low,diff,normal,high,1,0,B,1,11
1513,174,1,normal-44,high,diff,normal,high,1,0,B,1,8
1514,174,2,normal-34,high,diff,normal,high,1,0,B,1,12
1515,174,3,normal-10,low,diff,normal,high,1,0,A,0,5
1516,174,4,normal-12,low,diff,normal,low,1,0,A,0,11
1517,174,5,normal-57,high,diff,normal,high,1,0,A,0,13
1518,174,6,normal-27,low,diff,normal,low,1,0,A,0,10
1519,174,7,normal-46,high,diff,normal,low,35,10,A,0,6
1520,174,8,normal-15,low,diff,normal,low,13,11,B,1,7
1521,174,9,normal-52,high,diff,normal,low,19,3,B,1,14
1522,174,10,normal-39,high,diff,normal,low,12,6,B,1,12
1523,174,11,normal-0,low,diff,normal,high,2,1,B,1,14
1524,174,12,normal-49,high,diff,normal,high,1,0,A,0,10
1525,174,13,normal-36,high,diff,normal,low,8,7,B,1,9
1526,174,14,normal-51,high,diff,normal,low,13,8,B,1,12
1527,174,15,normal-20,low,diff,normal,low,13,12,A,0,13
1528,174,16,normal-37,high,diff,normal,low,12,10,B,1,9
1529,174,17,normal-21,low,diff,normal,high,1,0,B,1,9
1530,174,18,normal-8,low,diff,normal,high,2,0,B,1,5
1531,174,19,normal-24,low,diff,normal,low,1,0,A,0,10
1532,174,20,normal-43,high,diff,normal,high,1,0,A,0,12
1533,174,21,normal-41,high,diff,normal,high,1,0,B,1,13
1534,174,22,normal-23,low,diff,normal,high,2,1,B,1,14
1535,174,23,normal-9,low,diff,normal,low,1,0,B,1,12
1536,175,0,normal-36,high,same,normal,low,21,2,B,1,9
1537,175,1,normal-8,low,same,normal,low,25,2,B,1,5
1538,175,2,normal-1,low,same,normal,high,12,1,B,1,11
1539,175,3,normal-51,high,same,normal,low,16,1,B,1,12
1540,175,4,normal-14,low,same,normal,high,11,5,B,1,13
1541,175,5,normal-30,high,same,normal,low,9,1,B,1,9
1542,175,6,normal-40,high,same,normal,high,4,1,B,1,8
1543,175,7,normal-34,high,same,normal,high,4,1,B,1,12
1544,175,8,normal-17,low,same,normal,low,22,7,A,0,5
1545,175,9,normal-7,low,same,normal,low,16,3,B,1,14
1546,175,10,normal-28,low,same,normal,high,6,5,B,1,9
1547,175,11,normal-59,high,same,normal,high,4,3,B,1,12
1548,175,12,normal-41,high,same,normal,low,16,15,B,1,13
1549,175,13,normal-4,low,same,normal,low,10,9,B,1,7
1550,175,14,normal-19,low,same,normal,high,4,3,B,1,13
1551,175,15,normal-6,low,same,normal,low,10,9,B,1,11
1552,175,16,normal-55,high,same,normal,low,22,21,A,0,14
1553,175,17,normal-33,high,same,normal,high,4,3,B,1,11
1554,175,18,normal-43,high,same,normal,high,6,5,A,0,12
1555,175,19,normal-32,high,same,normal,high,6,5,B,1,11
1556,175,20,normal-21,low,same,normal,low,10,9,B,1,9
1557,175,21,normal-50,high,same,normal,low,12,11,B,1,10
1558,175,22,normal-10,low,same,normal,high,6,5,B,1,5
1559,175,23,normal-3,low,same,normal,high,6,5,B,1,12
1560,176,0,normal-35,high,same,normal,high,3,1,B,1,7
1561,176,1,normal-23,low,same,normal,low,2,1,B,1,14
1562,176,2,normal-19,low,same,normal,high,2,1,B,1,13
1563,176,3,normal-11,low,same,normal,low,3,2,B,1,14
1564,176,4,normal-43,high,same,normal,low,2,1,B,1,12
1565,176,5,normal-41,high,same,normal,high,2,1,B,1,13
1566,176,6,normal-28,low,same,normal,high,3,2,B,1,9
1567,176,7,normal-42,high,same,normal,low,3,2,B,1,5
1568,176,8,normal-3,low,same,normal,high,4,3,B,1,12
1569,176,9,normal-39,high,same,normal,low,2,1,A,0,12
1570,176,10,normal-59,high,same,normal,high,2,1,B,1,12
1571,176,11,normal-12,low,same,normal,low,2,1,A,0,11
1572,176,12,normal-8,low,same,normal,low,2,1,B,1,5
1573,176,13,normal-13,low,same,normal,low,2,1,B,1,5
1574,176,14,normal-40,high,same,normal,low,2,1,B,1,8
1575,176,15,normal-54,high,same,normal,high,3,1,A,0,7
1576,176,16,normal-34,high,same,normal,low,3,1,A,0,12
1577,176,17,normal-0,low,same,normal,low,4,2,B,1,14
1578,176,18,normal-2,low,same,normal,high,2,1,B,1,14
1579,176,19,normal-49,high,same,normal,high,2,1,A,0,10
1580,176,20,normal-57,high,same,normal,high,4,2,B,1,13
1581,176,21,normal-10,low,same,normal,high,2,1,B,1,5
1582,176,22,normal-15,low,same,normal,high,3,1,B,1,7
1583,176,23,normal-46,high,same,normal,low,12,4,A,0,6
1584,177,0,normal-54,high,diff,normal,low,14,3,B,1,7
1585,177,1,normal-20,low,diff,normal,high,6,1,B,1,13
1586,177,2,normal-21,low,diff,normal,low,4,1,B,1,9
1587,177,3,normal-28,low,diff,normal,high,2,1,B,1,9
1588,177,4,normal-24,low,diff,normal,low,14,1,B,1,10
1589,177,5,normal-37,high,diff,normal,low,11,1,A,0,9
1590,177,6,normal-32,high,diff,normal,high,6,1,B,1,11
1591,177,7,normal-7,low,diff,normal,high,4,1,B,1,14
1592,177,8,normal-44,high,diff,normal,high,4,1,B,1,8
1593,177,9,normal-29,low,diff,normal,low,12,1,B,1,14
1594,177,10,normal-58,high,diff,normal,high,7,1,B,1,12
1595,177,11,normal-49,high,diff,normal,low,18,1,A,0,10
1596,177,12,normal-43,high,diff,normal,low,15,1,B,1,12
1597,177,13,normal-15,low,diff,normal,high,6,1,A,0,7
1598,177,14,normal-52,high,diff,normal,high,4,3,B,1,14
1599,177,15,normal-9,low,diff,normal,high,4,1,B,1,12
1600,177,16,normal-23,low,diff,normal,low,21,2,B,1,14
1601,177,17,normal-34,high,diff,normal,low,15,1,B,1,12
1602,177,18,normal-17,low,diff,normal,high,6,1,B,1,5
1603,177,19,normal-18,low,diff,normal,low,18,1,B,1,10
1604,177,20,normal-55,high,diff,normal,high,6,1,B,1,14
1605,177,21,normal-19,low,diff,normal,low,19,2,B,1,13
1606,177,22,normal-53,high,diff,normal,low,23,3,A,0,8
1607,177,23,normal-47,high,diff,normal,high,6,1,A,0,13
1608,178,0,normal-35,high,diff,normal,high,4,3,B,1,7
1609,178,1,normal-1,low,diff,normal,low,12,2,B,1,11
1610,178,2,normal-31,high,diff,normal,low,50,4,A,0,11
1611,178,3,normal-20,low,diff,normal,high,4,1,B,1,13
1612,178,4,normal-14,low,diff,normal,high,4,1,B,1,13
1613,178,5,normal-37,high,diff,normal,low,18,1,B,1,9
1614,178,6,normal-9,low,diff,normal,low,13,1,B,1,12
1615,178,7,normal-25,low,diff,normal,low,14,1,B,1,14
1616,178,8,normal-8,low,diff,normal,high,6,2,A,0,5
1617,178,9,normal-43,high,diff,normal,high,6,2,A,0,12
1618,178,10,normal-34,high,diff,normal,low,14,1,B,1,12
1619,178,11,normal-50,high,diff,normal,high,3,1,A,0,10
1620,178,12,normal-49,high,diff,normal,low,11,3,B,1,10
1621,178,13,normal-54,high,diff,normal,high,4,1,A,0,7
1622,178,14,normal-28,low,diff,normal,high,4,1,B,1,9
1623,178,15,normal-4,low,diff,normal,low,19,2,B,1,7
1624,178,16,normal-59,high,diff,normal,low,10,1,B,1,12
1625,178,17,normal-52,high,diff,normal,low,12,1,B,1,14
1626,178,18,normal-15,low,diff,normal,high,4,1,B,1,7
1627,178,19,normal-2,low,diff,normal,low,13,1,B,1,14
1628,178,20,normal-22,low,diff,normal,high,4,1,B,1,14
1629,178,21,normal-7,low,diff,normal,low,14,2,B,1,14
1630,178,22,normal-30,high,diff,normal,high,4,1,B,1,9
1631,178,23,normal-40,high,diff,normal,high,2,1,A,0,8
1632,179,0,normal-24,low,same,normal,low,4,3,B,1,10
1633,179,1,normal-16,low,same,normal,high,3,1,B,1,6
1634,179,2,normal-27,low,same,normal,low,9,7,B,1,10
1635,179,3,normal-41,high,same,normal,low,8,7,B,1,13
1636,179,4,normal-15,low,same,normal,high,2,1,B,1,7
1637,179,5,normal-22,low,same,normal,high,3,2,B,1,14
1638,179,6,normal-54,high,same,normal,low,5,4,A,0,7
1639,179,7,normal-58,high,same,normal,high,3,2,B,1,12
1640,179,8,normal-36,high,same,normal,low,10,9,A,0,9
1641,179,9,normal-34,high,same,normal,high,2,1,B,1,12
1642,179,10,normal-19,low,same,normal,low,5,4,B,1,13
1643,179,11,normal-49,high,same,normal,high,2,1,B,1,10
1644,179,12,normal-46,high,same,normal,low,5,4,B,1,6
1645,179,13,normal-3,low,same,normal,low,4,3,B,1,12
1646,179,14,normal-23,low,same,normal,high,2,1,B,1,14
1647,179,15,normal-31,high,same,normal,high,2,1,B,1,11
1648,179,16,normal-17,low,same,normal,low,8,7,B,1,5
1649,179,17,normal-55,high,same,normal,high,4,3,A,0,14
1650,179,18,normal-29,low,same,normal,high,4,2,B,1,14
1651,179,19,normal-6,low,same,normal,low,6,5,B,1,11
1652,179,20,normal-52,high,same,normal,low,5,4,A,0,14
1653,179,21,normal-32,high,same,normal,high,4,3,B,1,11
1654,179,22,normal-28,low,same,normal,high,4,3,B,1,9
1655,179,23,normal-57,high,same,normal,low,2,1,B,1,13
1656,180,0,normal-56,high,same,normal,low,3,1,B,1,10
1657,180,1,normal-54,high,same,normal,low,1,0,B,1,7
1658,180,2,normal-11,low,same,normal,low,1,0,A,0,14
1659,180,3,normal-49,high,same,normal,high,1,0,A,0,10
1660,180,4,normal-2,low,same,normal,low,1,0,B,1,14
1661,180,5,normal-4,low,same,normal,high,1,0,A,0,7
1662,180,6,normal-42,high,same,normal,high,1,0,B,1,5
1663,180,7,normal-34,high,same,normal,high,1,0,A,0,12
1664,180,8,normal-41,high,same,normal,low,1,0,A,0,13
1665,180,9,normal-19,low,same,normal,high,1,0,B,1,13
1666,180,10,normal-12,low,same,normal,low,1,0,A,0,11
1667,180,11,normal-8,low,same,normal,high,1,0,A,0,5
1668,180,12,normal-29,low,same,normal,low,1,0,B,1,14
1669,180,13,normal-47,high,same,normal,high,1,0,A,0,13
1670,180,14,normal-32,high,same,normal,low,1,0,B,1,11
1671,180,15,normal-28,low,same,normal,high,1,0,A,0,9
1672,180,16,normal-53,high,same,normal,high,1,0,A,0,8
1673,180,17,normal-58,high,same,normal,low,1,0,B,1,12
